编号,标题,链接,内容
16055,Radio detection of the tidal disruption event AT2023cvb,https://www.astronomerstelegram.org/?read=16055,"Radio detection of the tidal disruption event AT2023cvb

ATel #16055;  Adelle J. Goodwin (ICRAR - Curtin), James C. A. Miller-Jones (ICRAR - Curtin), Kate D. Alexander (Arizona), Collin T. Christy (Arizona), on behalf of a larger collaboration on 26 May 2023; 02:54 UTCredential Certification: Adelle Goodwin (adelle.goodwin@curtin.edu.au)

Subjects: Radio, Transient, Tidal Disruption Event

We report the radio detection of the tidal disruption event (TDE) AT2023cvb taken as part of our VLA Large Program dedicated to TDEs. AT2023cvb was first discovered on 2023 March 06 by ATLAS as an optical flare from the host galaxy WISEA J191425.67+414009.4 (TNS Astronomical Transient Report No. 171906). It was later classified by Yao et al as a TDE with the optical spectrum showing a blue continuum and broad hydrogen emission lines at a redshift of z=0.071 (TNS Classification Report No. 14806, AstroNote 2023-102).

We observed AT2023cvb with NSFâs Karl G. Jansky Very Large Array (VLA), on 2023 May 05 and 2023 May 12 at Ku-band (12-18 GHz). The data were reduced in CASA using standard procedures. We detected radio emission consistent with the optical position, with 13.5 GHz flux densities of 673+/9 uJy (May 5) and 878+/-9uJy (May 12). Additionally, the coordinates of the host galaxy were observed by the VLA Sky Survey on 2023 Feb 13 and there was no detection of the source with a 3 GHz 3 sigma upper limit of <465uJy. The lack of an archival radio detection of the host galaxy and the evolution of the radio emission between the two VLA observations 1 week apart confirm the transient nature of this radio source. Further radio observations to constrain the broadband spectrum have been scheduled with the VLA. We encourage additional multi-wavelength follow up of this interesting transient.

Our VLA Large Program (20B-377) began in December 2020 and will continue through 2023. We target new publicly-reported TDEs discovered at z < 0.1, to determine the prevalence of radio emission in TDEs. We report new results from this program to the community via ATels, TNS AstroNotes, and on our program website (https://www.as.arizona.edu/radiotdes). For collaboration, or to suggest new targets, please contact the program PI (Kate Alexander, kdalexander@arizona.edu) or one of the program co-Is."
16054,Pre-discovery and followup V-band photometry of SN2023ixf,https://www.astronomerstelegram.org/?read=16054,"Pre-discovery and followup V-band photometry of SN2023ixf

ATel #16054;  D. Singh, G. Visweswaran, Chris Kagy, V. K. Agnihotri, M. Bisht, K. Belwal, D. Bhowmick, D. Bisht, A. Raj, S. K. Chakrabarti on 25 May 2023; 14:40 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ashish  Raj (ashishpink@gmail.com)

Subjects: Optical, Supernovae

We report V-band photometric observations of SN2023ixf using different size telescopes, namely the 80mm UV/IR+CMOS, India, 330mm Lum+CMOS, USA,  80mm Lum+CMOS, USA and 610mm Vasistha telescope at IERCOO, Sitapur, ICSP, Kolkata. The reported magnitudes also include those obtained from pre-discovery images obtained by D. Singh from Amarkantak, India 
 
The supernova was discovered by K. Itagaki on 2023-05-19.727 UT. 
 
Photometric calibrations are done using Tycho software and ATLAS catalogue."
16053,Optical spectra of SN 2023ixf with the HCT on 22nd May 2023.,https://www.astronomerstelegram.org/?read=16053,"Optical spectra of SN 2023ixf with the HCT on 22nd May 2023.

ATel #16053;  F. Sutaria (IIA, Bangalore) and Alak Ray (HBCSE/TIFR, Mumbai) on 25 May 2023; 12:30 UTCredential Certification: Firoza  Sutaria (fsutaria@iiap.res.in)

Subjects: Optical, Supernovae

Referred to by ATel #:  16060,   16067

We report on spectroscopic observations of SN 2023ixf, taken with the Hanle Faint Object Spectrograph and Camera (HFOSC)  mounted on the Himalayan Chandra Telescope (HCT), on 22nd May 2023 (MJD 60086.76755208), under our program HCT-2023-C2-P7/P8. The 3900-9200 A spectrum constitutes of a 720 s exposure in HFOSC/Gr7 (3900-6675 A, r=1330) and a 600 s exposure in  HFOSC/Gr8 (6670-9200 A, r=2190). The spectra were flux calibrated relative to that of Feige 34, taken at similar airmass, on the same night.  
 
 
The composite spectrum (Gr7 + Gr8) is dominated by the hot, UV, continuum, typical of young supernovae. The following emission features are detected: 
 
(a) H-delta peaking at 4097.7 A, possibly blue shifted from rest wavelength of (4102 A), 
 
(b) He II peaking at 4682.6 A, with a half-width velocity of 1280 km/s (approx.). It is superposed on a blend of  C III triplet (4650 A) and [Fe III] (4658 A). 
 
(c) H-beta, centered at 4857.6 A, with a half width velocity 1976 km/s (approx.),   
 
(d) A possibly blue-shifted C IV doublet (5801/5811 A) at 5802.7 A, and, 
 
(e) H-alpha centered at 6562.35 A, with a half width velocity 1325 km/s (approx.). 
 
Additionally, we also find an absorption feature centered at 5893.1 A, corresponding to the galactic  
Na D-doublet. The face-on M101 being at z=0.000804, any such feature from M101 would be faint, and, at the resolution of the HFOSC, indistinguishable from Milky Way's own absorption.  
 
 
The HCT is a part of the Indian Astronomical Observatory (IAO) at Ladakh, operated by the  Indian Institute of Astrophysics (Bangalore, India). We thank the staff at the IAO/HCT and at CREST for their support during the observations. We also thank the proposers of HCT 2023-C2-P04/P05 for sparing the ToO time."
16052,uGMRT radio upper limit on Supernova SN 2023ixf in M101,https://www.astronomerstelegram.org/?read=16052,"uGMRT radio upper limit on Supernova SN 2023ixf in M101

ATel #16052;  Poonam Chandra (NRAO), Roger Chevalier (UVA), A. J. Nayana (IIA), Keiichi Maeda (U Kyoto), Alak Ray (HBCSE) on 24 May 2023; 13:25 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Poonam Chandra (pchandra@nrao.edu)

Subjects: Radio, Supernovae

Referred to by ATel #:  16060,   16075

We report the upgraded Giant Metrewave Radio Telescope (uGMRT) radio observations of supernova SN 2023ixf in M101. Our observations took place on 2023 May 22.74 UT in uGMRT band 5 (1000-1450 MHz) at a central frequency of 1255 MHz. We find no evidence of radio emission from SN 2023ixf above a 3-sigma upper limit of 75 microJy at the position of the optical position of the supernova. Our flux density upper limit corresponds to a 3-sigma upper limit to the monochromatic luminosity of 3.7E24 erg/s/Hz. We thank the staff of the GMRT that made these observations possible. More observations are planned."
16051,X-ray emission of SN 2023ixf and its progenitor,https://www.astronomerstelegram.org/?read=16051,"X-ray emission of SN 2023ixf and its progenitor

ATel #16051;  A. K. H. Kong (NTHU) on 24 May 2023; 08:58 UTCredential Certification: Albert Kong (akong@phys.nthu.edu.tw)

Subjects: X-ray, Supernovae

Referred to by ATel #:  16060,   16064

Following the discovery of the Type II supernova SN 2023ixf in the nearby galaxy in M101 (Itagaki 2023) and its X-ray emission (ATel #16049), we have searched for X-ray emission of the supernova and its progenitor with archival data from the Swift X-ray Telescope and the Chandra X-ray Observatory. Swift TOO observations were triggered shortly after the discovery. Between 2023-05-21 and 2023-05-23, eight Swift/XRT observations were performed. The total Swift/XRT observation time is 10.6 ks. SN 2023ixf is marginally seen in the combined 0.3-10 keV image. There are 13 counts in a circular region of 20 arcsec in radius. With 38 counts in a source-free region covering 2035 pixels, the background is about 0.019 counts per pixel. Using a binomial distribution, the chance probability that all 13 photons or more are background is 0.047%. With 8.8+/-3.7 background subtracted counts and assuming an absorbed power-law with a  photon index of 1.3 and N_H of 2e23 cm^-2 (ATel #16049), the 0.03-30keV flux is 7.7e-13 erg/s/cm^2 corresponding to 3.8e39 erg/s assuming a distance of 6.4 Mpc. Taking the uncertainty into account, this is marginally consistent with the NuSTAR detection (ATel #16049). 
 
We also examined archival Chandra images taken before the onset of the SN to look for X-ray emission from the progenitor. Between 2000 and 2017, Chandra observed M101 for 28 times with a total exposure time of 1.1 Msec. We combined all the observations together; at the position of the SN, the effective exposure time is about 781 ks. No source is visible at the SN position. Assuming the same spectral model, we set a 3-sigma 0.3-10 keV luminosity limit of 2.3e37 erg/s. Using a less absorbed (Galactic N_H=8.5e20 cm^-2) and a softer (photon index=2) spectrum, the 3-sigma 0.3-10 keV luminosity limit is 4.3e36 erg/s."
16050,Detection of candidate progenitor of SN 2023ixf in HST archival data,https://www.astronomerstelegram.org/?read=16050,"Detection of candidate progenitor of SN 2023ixf in HST archival data

ATel #16050;  Monika Soraisam, Tom Matheson, Jen Andrews (NOIRLab), Gautham Narayan, Patrick Aleo (UIUC), ANTARES team on 23 May 2023; 22:16 UTCredential Certification: Monika Soraisam (monika.soraisam@noirlab.edu)

Subjects: Optical, Star, Supernovae, Transient

Referred to by ATel #:  16060

We searched the HST archival data for the progenitor of SN 2023ixf. A clear source can be seen at the SN position (https://antares.noirlab.edu/loci/ANT2023l4lgj6bhp4rt) in the F814W image from the HST program 9490 (PI: Kuntz), which was observed on UT 2002-11-16. The source is, however, not visible in the bluer bands (F435W and F555W). We measure a preliminary F814W magnitude of 24.39+/-0.08 for the source. Considering it as the candidate progenitor of SN 2023ixf and using a distance modulus of 29.05 for M101 (Shappee and Stanek, 2011, ApJ, 733), we obtain an approximate absolute magnitude (no extinction correction) of -4.66, which is in line with a supergiant progenitor."
16049,NuSTAR detection of SN 2023ixf in M101,https://www.astronomerstelegram.org/?read=16049,"NuSTAR detection of SN 2023ixf in M101

ATel #16049;  Brian Grefenstette (Caltech) on 23 May 2023; 16:32 UTCredential Certification: Brian Grefenstette (Bwgref@srl.caltech.edu)

Subjects: X-ray, Supernovae

Referred to by ATel #:  16051,   16060,   16065,   16073,   16075

The supernova SN 2023ixf was discovered by K. Itagaki in M101. Following the classification as a Type II SN (Perley et al., AstroNote 2023-119) we requested a NuSTAR DDT observation of SN2023ixf. The observation commenced on 2023-05-22T17:56:09, or roughly 3 days after the discovery of the SNe. We downloaded and analyzed the first 20-ks of the quicklook NuSTAR data.

NuSTAR clearly detects a point source at the location of SN 2023ixf. The source is strongly detected from 3-20 keV in NuSTAR. The source spectrum is described by a highly absorbed continuum along with a strong emission line likely associated with neutral Fe near 6.4 keV. The absorbing column is best-fit to be >2e23 cm2 with a power-law index (Gamma) of 1.3. The equivalent width of the Fe line is ~0.9 keV.

The extrapolated broadband (0.03 to 30 keV) flux is 2.3e-12 ergs / cm2 / sec. For a distance of 6.4 Mpc, this corresponds to an intrinsic (absorbed) luminosity of 1.1e40 ergs / s.

The NuSTAR observation is on-going.

We thank the NuSTAR  PI Fiona Harrison for approving this DDT request and the NuSTAR Operations team for the prompt scheduling of this observation."
16047,Multi-Band Photometric Follow-up of SN 2023ixf,https://www.astronomerstelegram.org/?read=16047,"Multi-Band Photometric Follow-up of SN 2023ixf

ATel #16047;  M. R. Kendurkar (PGAO) and D. D. Balam (Dominion Astrophysical Observatory, National Research Council of Canada) on 22 May 2023; 21:29 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: David D. Balam (cosmos@uvic.ca)

Subjects: Optical, Supernovae

Referred to by ATel #:  16060,   16075

We have obtained SDSS g,r and i filter observations of SN 2023ixf in M101 discovered by K.Itagaki on 2023-05-19.728. the photometric observations were done using 1.8-m Plaskett Telescope (E2V, 4K x 2K CCD) at the (Dominion Astrophysical Observatory) of the National Research Council of Canada. 
 Differential photometry was measured from secondary standard 2MASS J14040276+5418180 (LAMOST DR7 catalogs,Luo+ 2019) yielding the following (Sloan filter) values for UT 2023 May 20.407: g = 12.95 (0.01), r = 13.35 (0.01), i = 13.50 (0.01) and colours g -r = -0.39 and r -i = -0.16. 
  
The differential photometry was performed using Image Reduction and Analysis Facility (IRAF) (Tody, D. 1986, ""The IRAF Data Reduction and Analysis System""). 
 
We thank the Royal Astronomical Society of Canada (Victoria Centre) and Friends of Dominion Astrophysical Observatory for their kind donation of telescope time on their public outreach night for target of opportunity."
16046,Optical observations of SN 2023ixf at Teide Observatory (corrected formatting),https://www.astronomerstelegram.org/?read=16046,"Optical observations of SN 2023ixf at Teide Observatory (corrected formatting)

ATel #16046;  J. Villafane (IAC), D. Nespral (IAC), O. Zamora (IAC), R. Clavero (IAC), D. Jones (IAC), M. Serra-Ricart (IAC), M. R. Alarcon (IAC) on 22 May 2023; 17:29 UTCredential Certification: David Jones (djones@iac.es)

Subjects: Optical, Supernovae

We report photometric observations of SN2023ixf using IAC80 and TTT telescopes at Teide Observatory on 2023/21/05. 
 
##IAC80## 
Observers: J. Villafane, D. Nespral, O. Zamora and R. Clavero 
 
Photometric calibrations are done using residuals of the apparent magnitudes of field stars versus the instrumental magnitudes, cross-matched with USNO-A2 and HSOY catalogues. 
 
Date [UT]   | Mag | Err | Filter | Telescope (MPC code) 
 
2023-05-21T22:11:51.952 | 11.2 | 0.1 | B | 954   
 
2023-05-21T22:13:14.311 | 11.4 | 0.1 | V | 954 
 
2023-05-21T22:14:33.629 | 11.6 | 0.1 | R | 954 
 
2023-05-21T22:15:54.287 | 11.4 | 0.1 | I | 954 
 
This report is based on observations made in the Observatorios de Canarias of IAC with the IAC80 telescope (CAMELOT2 camera, 0.322 arcs/pix) operated on the island of Tenerife by the Instituto de Astrofisica de Canarias in the Observatorio del Teide. 
 
##TTT## 
Observers: M. Serra-Ricart and M.R. Alarcon. 
 
Photometric calibrations are obtained by linear fitting of field stars 
cross-matched with PS1 catalog. 
 
Date [UT]   | Mag | Err | Filter | Telescope (MPC code) 
 
2023-05-21 01:03:44.351647 | 11.6 | 0.1 | g | Y65 
 
2023-05-21 21:23:30.853607 | 11.0 | 0.1 | g | Y65 
 
2023-05-21 21:23:57.427000 | 11.7 | 0.1 | r | Y65 
 
2023-05-21 21:23:33.940486 | 12.1 | 0.1 | i | Y66 
 
Observations are made at the Two-meter Twin Telescope (TTT, 2x0.8m sCMOS QHY411 cameras, 0.22 arcs/pix) that Light Bridges operates in the Teide Observatory of the Instituto de Astrofisica de Canarias, (Tenerife, Spain). The Observing Time Rights (DTO) used for this research have been provided by the Instituto de Astrofisica de Canarias."
16045,Optical observations of SN 2023ixf at Teide Observatory,https://www.astronomerstelegram.org/?read=16045,"Optical observations of SN 2023ixf at Teide Observatory

ATel #16045;  J. Villafane (IAC), D. Nespral (IAC), O. Zamora (IAC), R. Clavero (IAC), D. Jones (IAC), M. Serra-Ricart (IAC), M. R. Alarcon (IAC) on 22 May 2023; 17:18 UTCredential Certification: David Jones (djones@iac.es)

Subjects: Optical, Supernovae

Referred to by ATel #:  16060,   16075

We report photometric observations of SN2023ixf using IAC80 and TTT telescopes at Teide Observatory on 2023/21/05. 
 
##IAC80## 
Observers: J. Villafane, D. Nespral, O. Zamora and R. Clavero 
 
Photometric calibrations are done using residuals of the apparent magnitudes of field stars versus the instrumental magnitudes, cross-matched with 
USNO-A2 and HSOY catalogues. 
 
Date [UT]   | Mag | Err | Filter | Telescope (MPC code) 
2023-05-21T22:11:51.952 | 11.2 | 0.1 | B | 954   
2023-05-21T22:13:14.311 | 11.4 | 0.1 | V | 954 
2023-05-21T22:14:33.629 | 11.6 | 0.1 | R | 954 
2023-05-21T22:15:54.287 | 11.4 | 0.1 | I | 954   
 
This report is based on observations made in the Observatorios de Canarias of IAC with the IAC80 telescope (CAMELOT2 camera, 0.322 arcs/pix) 
operated on the island of Tenerife by the Instituto de Astrofisica de Canarias in the Observatorio del Teide. 
 
##TTT## 
Observers: M. Serra-Ricart and M.R. Alarcon. 
  
Photometric calibrations are obtained by linear fitting of field stars 
cross-matched with PS1 catalog. 
  
  
Date [UT]   | Mag | Err | Filter | Telescope (MPC code) 
2023-05-21 01:03:44.351647 | 11.6 | 0.1 | g | Y65 
2023-05-21 21:23:30.853607 | 11.0 | 0.1 | g | Y65 
2023-05-21 21:23:57.427000 | 11.7 | 0.1 | r | Y65 
2023-05-21 21:23:33.940486 | 12.1 | 0.1 | i | Y66 
 
Observations are made at the Two-meter Twin Telescope 
(TTT, 2x0.8m sCMOS QHY411 cameras, 0.22 arcs/pix) 
that Light Bridges operates in the Teide Observatory of the Instituto de Astrofisica 
de Canarias, (Tenerife, Spain). The Observing Time Rights (DTO) used 
for this research have been provided by the Instituto de Astrofisica de Canarias."
16044,MAXI/GSC upper limit of SN 2023ixf in M 101,https://www.astronomerstelegram.org/?read=16044,"MAXI/GSC upper limit of SN 2023ixf in M 101

ATel #16044;  N. Kawai (RIKEN), M. Serino (AGU), H. Negoro  (Nihon U.), T. Mihara (RIKEN), M. Nakajima, K. Kobayashi, M. Tanaka, Y. Soejima, Y. Kudo (Nihon U.),  T. Kawamuro, S. Yamada, T. Tamagawa, M. Matsuoka (RIKEN),  T. Sakamoto, M. Serino, S. Sugita, H. Hiramatsu, H. Nishikawa, A. Yoshida (AGU),  Y. Tsuboi, S. Urabe, S. Nawa, N. Nemoto (Chuo U.),  M. Shidatsu (Ehime U.), I. Takahashi, M. Niwano, S. Sato, N. Higuchi, Y. Yatsu (Tokyo Tech),  S. Nakahira,  S. Ueno, H. Tomida, M. Ishikawa, S. Ogawa, T. Kurihara (JAXA),  Y. Ueda, K. Setoguchi, T. Yoshitake, Y. Nakatani (Kyoto U.),  M. Yamauchi, Y. Hagiwara, Y. Umeki, Y. Otsuki (Miyazaki U.),  K. Yamaoka (Nagoya U.), Y. Kawakubo (LSU), M. Sugizaki (NAOC), W. Iwakiri (Chiba U.)  report on behalf of the MAXI team: on 22 May 2023; 13:24 UTCredential Certification: Tatehiro Mihara (mihara@crab.riken.jp)

Subjects: X-ray, Supernovae

Referred to by ATel #:  16060

We report the X-ray upper limits of SN 2023ixf in M 101 observed with MAXI/GSC. 
 MJD of the scan,  1-sigma upper limits in 2-10 keV,  
 60079.565351 <12 mCrab,  
 60082.725611 <12 mCrab.  
Each scan is for about 60 seconds. 
The observation condition for M 101 around the explosion time was not good. 
There was no observation between the two data and after the second one."
16043,SN 2023ixf: Upper limits from a neutrino search with IceCube,https://www.astronomerstelegram.org/?read=16043,"SN 2023ixf: Upper limits from a neutrino search with IceCube

ATel #16043;  Jessie Thwaites (UW - Madison), Justin Vandenbroucke (UW - Madison), Marcos Santander (U. Alabama) for the IceCube Collaboration on 21 May 2023; 17:35 UTCredential Certification: Justin Vandenbroucke (justin.vandenbroucke@wisc.edu)

Subjects: Neutrinos, Supernovae

Referred to by ATel #:  16075

The IceCube Collaboration (http://icecube.wisc.edu/) reports: 
 
IceCube has performed a search for track-like muon neutrino events arriving from the direction of the Type II supernova SN 2023ixf in a time window of +/- 2 days from the ZTF detection time (2023-05-17 07:45:07.200 to 2023-05-21 07:45:07.200) during which IceCube was collecting good quality data. We report a p-value of 0.18, consistent with background expectation.  
 
We accordingly derive a time-integrated muon-neutrino flux upper limit for this source of E^2 dN/ dE = 7.3 x 10^-2 GeV cm^-2 at 90% CL, under the assumption of an E^-2 power law. 90% of events IceCube would detect from a source at this declination with an E^-2 spectrum have energies in the approximate energy range between 600 GeV and 250 TeV.  
 
The IceCube Neutrino Observatory is a cubic-kilometer neutrino detector operating at the geographic South Pole, Antarctica. The IceCube realtime alert point of contact can be reached at roc@icecube.wisc.edu.  
 
[1] IceCube Collaboration, R. Abbasi  et al., ApJ 910 4 (2021)"
16042,Spitzer constraints on pre-explosion variability of the SN 2023ixf progenitor,https://www.astronomerstelegram.org/?read=16042,"Spitzer constraints on pre-explosion variability of the SN 2023ixf progenitor

ATel #16042;  T. Szalai (University of Szeged, Hungary), S. Van Dyk (Caltech/IPAC, USA) on 20 May 2023; 18:41 UTCredential Certification: Tamas Szalai (szaszi@titan.physx.u-szeged.hu)

Subjects: Infra-Red, Cataclysmic Variable, Star, Supernovae, Transient

Referred to by ATel #:  16060,   16064

Supernova (SN) 2023ixf was discovered by K. Itagaki in the very nearby galaxy (d=6.4 Mpc; Shappee & Stanek 2011, ApJ, 733, 124) Messier 101 (M101; NGC 5457) on 05/19/2023 and has been classified as a Type II SN by Perley et al. (AstroNote 2023-119). Since M101 was a target by several programs during the Spitzer Space Telescope mission, we analyzed publicly available data in order to follow the possible pre-explosion photometric evolution of the progenitor on the archival mid-infrared images. A single-epoch dataset exists obtained during the Spitzer Cryogenic Mission (03/08/2004, program 60 [GORDON_M101], PI: G. Rieke), while the SN field was serendipitously imaged many additional epochs between 2012 and 2019 during the Post-Cryogenic Mission (mostly part of the SPIRITS program; IDs 10136, 11063, 13053, 14089; PI M. Kasliwal). A point source is clearly detectable at 3.6 and 4.5 microns in Spitzer/IRAC images at the coordinates of the SN (RA=14:03:38.51, Dec=+54:18:42:10; Perley et al. 2023) at all epochs between 2004 and 2019, while there is no detection at 5.8 and 8.0 microns obtained in 2004. We determined the mid-IR fluxes of the source by applying simple aperture photometry on the 3.6 and 4.5 micron Spitzer/IRAC images. 
 
While there are some fluctuations, our preliminary dataset -- at least, to within the uncertainties -- does not exhibit significant flux changes in the preceding ~20 yrs before the explosion (which, if would be detected, could be an indication of pre-explosion eruptive mass-loss processes, if this object is the progenitor). Nevertheless, it is worth performing a more detailed analysis of this multi-wavelength, pre-explosion dataset of this object at a future time. It also remains for this object to be confirmed as the progenitor candidate via accurate astrometric registration with images showing the SN. If it is the progenitor candidate, based on weighted means of our preliminary photometry, the object had a brightness at 3.6 and 4.5 microns of 17.6 and 17.2 mag (+/- 0.2 mag in each), respectively. Assuming only Galactic foreground extinction (A[V]=0.024 mag; leading to negligible extinction in the IRAC bands), these correspond to absolute brightnesses of -11.4 and -11.8 mag (+/- 0.3 mag in each). These are both higher than what we would expect for a bare red supergiant (RSG) photosphere (approximately -9.6 and -9.3 mag, respectively), which implies that, if this is a RSG, circumstellar dust may be a factor. We note, for instance, that for SN 2017eaw, the progenitor had luminosities of -11.46 and -11.67 mag in the two Spitzer bands (Van Dyk et al. 2019, ApJ, 875, 136). If the SN 2023ixf progenitor were analogous to the SN 2017eaw progenitor, it may have had an initial mass of approximately 15 solar masses. 
A plot of our preliminary Spitzer photometry on the progenitor candidate for SN 2023ixf can be found at the link below.

http://titan.physx.u-szeged.hu/~szaszi/SN2023ixf_Spitzer_preexplosion_photometry.png"
16037,"Pre-discovery detection of AT 2023hrq, a supernova candidate in the field of the Coma galaxy cluster",https://www.astronomerstelegram.org/?read=16037,"Pre-discovery detection of AT 2023hrq, a supernova candidate in the field of the Coma galaxy cluster

ATel #16037;  A. Horti-David, K. Sarneczky, J. Vinko (Konkoly Observatory) on 14 May 2023; 20:56 UTCredential Certification: Jozsef Vinko (vinko@astro.as.utexas.edu)

Subjects: Optical, Supernovae, Transient

We report pre-discovery detection of AT 2023hrq on CCD frames taken with the 0.6/0.9m Schmidt telescope at Piszkesteto Station of Konkoly Observatory, Hungary. The transient was discovered by Pan-STARRS at RA=13:00:06.993, DEC=+27:52:37.70 (2000) on 2023-05-08.399 UT.  
 
At Konkoly Observatory we are regularly monitoring the area of the Coma galaxy cluster. After examining the frames taken before the discovery epoch of AT 2023hrq, we found multiple pre-discovery detections.  
 
The unfiltered frames taken on the same night (with exposure time of 12x120 sec) were co-added to increase the signal-to-noise, then a deep reference image was subtracted from the co-added frames. AT 2023hrq was first detected at the reported position on the subtracted frame taken on 2023-03-22.051 UT. Forced aperture photometry (tied to PS1 w-band magnitudes) resulted in a white-band brightness of 22.0 +/- 0.2 mag, close to the detection limit of 22.4 mag. The last non-detection observed with the same setup during similar conditions occurred on 2023-02-22.136 UT with a limiting magnitude of 22.3.  
 
We also report follow-up photometry of AT 2023hrq with the same setup:  
 
UT Date         Magnitude (error)  
2023-03-22.051  22.01 (0.19)  
2023-03-29.048  21.24 (0.11)  
2023-04-20.897  20.03 (0.05)  
2023-04-22.922  20.12 (0.05)  
After supplementing the data above  by detections from Pan-STARRS and ATLAS reported on the TNS website and converting the magnitudes to fluxes, we find that the light curve is consistent with the t^2 power-law (the fireball model) with a rise time longer than 50 days, because the transient is still rising. Such a long rise time suggests an unusual transient, maybe a superluminous supernova in a background galaxy. Indeed, the likely host galaxy, SDSS J130006.91+275236.8, has a photometric redshift of z ~ 0.32, which would imply M ~ -21.3 absolute magnitude for AT 2023hrq.  
 
A spectroscopic classification and further photometric monitoring is encouraged."
16034,Spectroscopic Classification of an optical transient with the Lick Shane telescope,https://www.astronomerstelegram.org/?read=16034,"Spectroscopic Classification of an optical transient with the Lick Shane telescope

ATel #16034;  C. Rojas-Bravo, K. Taggart, R. J. Foley (UCSC) on 12 May 2023; 16:26 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Cesar Rojas Bravo (crojasbr@ucsc.edu)

Subjects: Optical, Supernovae

We report the following classification from a spectroscopic observation with the Kast spectrograph on the Lick Shane telescope. The target was supplied by ATLAS. The observation was made on 2023 May 11 UT. Classification was performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
The redshift was determined from the host galaxy emission lines in the supernova spectrum. 
 
(1) We measure a Si II 6355 velocity of -14,500 km/s."
16022,Radio Observations of SN 2023gfo,https://www.astronomerstelegram.org/?read=16022,"Radio Observations of SN 2023gfo

ATel #16022;  S. D. Ryder (Macquarie University), R. Z. E. Alsaberi (Western Sydney University), G. Anderson (ICRAR/Curtin University), M. D. Filipovic (Western Sydney University), R. Kotak (University of Turku), E. Kundu (Michigan State University), K. Maeda (Kyoto University), L. Marnoch (Macquarie University), M. Renaud (LUPM, CNRS/IN2P3), C. Stockdale (Marquette University) on 29 Apr 2023; 02:44 UTCredential Certification: Stuart Ryder (Stuart.Ryder@mq.edu.au)

Subjects: Radio, Supernovae

The young Type II supernova SN 2023gfo (=ATLAS23ioa; TNS AstroNotes 2023-92 and 2023-95) in NGC 4995 has been observed with the Australia Telescope Compact Array (ATCA) at 5.5 and 9.0 GHz on 26 April 2023 09:40-12:50 UT. No radio emission was detected to 3-sigma upper limits on the flux density of 0.06 mJy and 0.05 mJy at 5.5 GHz and 9.0 GHz, respectively. Adopting a host galaxy distance of 26 Mpc from NED this implies an upper limit on the 5.5 GHz luminosity of 4.9E+25 erg/sec/Hz. We would like to extend our thanks to the ATCA staff for enabling these observations. The Australia Telescope Compact Array is part of the Australia Telescope National Facility (https://ror.org/05qajvd42) which is funded by the Australian Government for operation as a National Facility managed by CSIRO. We acknowledge the Gomeroi people as the traditional owners of the Observatory site."
